,elapsed_time,age,evaluation_year,tree,FullDataSet False Positives,FullDataSet False Negatives,FullDataSet Num Elements,id,optimization,generation
470,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,471,2,4
471,132.315,1.0,4,"AdaBoostLearner(scDivInt(myProd(ARG0, passTriState(1)), 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 0.01), [-15, 0]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",5.6,47.0,38.0,472,2,4
472,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,473,2,4
473,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,474,2,4
474,178.816,1.0,2,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(1), 0.1), passFloat(100.0), passTriState(1))",18.8,19.0,29.0,475,2,4
475,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,476,2,4
476,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,477,2,4
477,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,478,2,4
478,132.044,1.0,1,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 2, 1.0)",3.8,47.2,44.0,479,2,4
479,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,480,2,4
480,127.198,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 0), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, 10.0))",15.4,26.0,25.0,481,2,5
481,5.51192,1.0,0,"BaggedLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}))",15.4,20.6,26.0,482,2,5
482,6.79071,1.0,5,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 1), ModifyLearnerInt(learnerType('Bayes', None), falseBool, 5), passTriState(0), myIntToFloat(2)), passFloat(myFloatAdd(ifThenElseFloat(falseBool, 100.0, -4.200644713383612), 0.1)), passTriState(1))",102.2,3.0,50.0,483,2,5
483,101.663,1.0,0,"AdaBoostLearner(ARG0, learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), myIntSub(255, 2), 1.0)",16.8,17.4,49.0,484,2,5
484,7.15376,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerList(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), [-12, -12]), 42, 0.615788985864941)",16.6,18.4,28.0,485,2,5
485,111.204,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",16.6,18.2,44.0,486,2,5
486,189.779,1.0,3,"AdaBoostLearner(ARG0, learnerType('SVM', {'C': 1.0, 'kernel': 0}), myIntAdd(255, 6), 0.1)",8.6,34.2,44.0,487,2,5
487,133.831,1.0,16,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 3.1341033733288803)",94.6,14.0,42.0,488,2,5
488,135.235,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), [-4, 2]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.0,23.0,35.0,489,2,5
489,141.031,1.0,2,"BaggedLearner(ARG0, learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",13.4,20.0,27.0,490,2,5
490,138.692,1.0,4,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 255, 1.0)",3.8,45.6,51.0,491,2,5
491,5.45473,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), ifThenFloat(trueBool, 100.0))",0.4,67.4,31.0,492,2,5
492,5.49386,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",9.8,48.0,34.0,493,2,5
493,130.124,1.0,0,"SingleLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",11.6,21.0,27.0,494,2,5
494,5.48483,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",0.0,68.4,29.0,495,2,5
495,160.518,1.0,1,"AdaBoostLearner(scSubInt(ARG0, 128), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",32.0,13.2,48.0,496,2,5
496,6.97504,1.0,5,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), myListAppend(myListAppend([-3, -14], [-1, -14]), passList([0, 15]))), 5, myFloatDiv(0.1, 0.1))",6.0,36.2,38.0,497,2,5
497,165.878,1.0,4,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(255, 2), 0.01)",4.0,45.4,43.0,498,2,5
498,118.701,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 1.0)",103.6,7.4,41.0,499,2,5
499,7.5409,1.0,4,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), ifThenFloat(trueBool, 0.01)), myIntAdd(3, trueBool), myFloatDiv(0.1, 0.1))",10.6,22.6,35.0,500,2,5
500,5.40774,1.0,0,"AdaBoostLearner(ARG0, learnerType('Bayes', None), 2, 2.5846962148464545)",99.0,9.8,40.0,501,2,5
501,127.264,1.0,16,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), 128, myIntToFloat(10))",86.2,12.8,49.0,502,2,5
502,5.44071,1.0,0,"myPlanckTaper(AdaBoostLearner(ARG0, ModifyLearnerInt(learnerType('SVM', {'C': 1.0, 'kernel': 0}), falseBool, 5), passTriState(2), myIntToFloat(9)), myFloatDiv(100.0, 10.0), passTriState(1))",104.4,13.8,29.0,503,2,5
503,5.40138,1.0,17,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",106.2,8.8,29.0,504,2,5
504,154.909,1.0,2,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",17.0,18.2,37.0,505,2,5
505,150.136,1.0,0,"BaggedLearner(randShuffle(ARG0), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}))",12.6,19.2,28.0,506,2,5
506,168.034,1.0,17,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 100.0, 0), ModifyLearnerInt(learnerType('LogR', {'penalty': 0, 'C': 1.0}), falseBool, 100), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(myFloatAdd(100.0, 10.0), 0.1)), passTriState(1))",6.0,49.2,35.0,507,2,5
507,8.00737,1.0,3,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 0.01), myIntAdd(myAnd(falseBool, trueBool), lessThanOrEqual(1.0, 10.0)), ifThenFloat(trueBool, 100.0))",15.2,18.6,34.0,508,2,5
508,7.73544,1.0,0,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(128, falseBool), myFloatDiv(0.1, 0.1))",3.8,50.0,31.0,509,2,5
509,141.898,1.0,17,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), 3, myFloatDiv(0.1, 0.1))",5.4,54.6,29.0,510,2,5
510,5.48787,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntAdd(5, falseBool), myFloatDiv(0.1, 0.1))",4.2,42.8,41.0,511,2,5
511,8.154,1.0,4,"AdaBoostLearner(ARG0, learnerType('Bayes', None), myIntSub(7, 2), myIntToFloat(9))",80.2,16.6,39.0,512,2,5
512,124.549,1.0,17,"AdaBoostLearner(scSubInt(ARG0, 5), learnerType('RandForest', {'n_estimators': 100, 'class_weight': 0, 'criterion': 0}), 2, 100.0)",31.8,14.2,48.0,513,2,5
513,7.12534,1.0,5,"myPlanckTaper(AdaBoostLearner(myGaussian(ARG0, 4.277402487995257, 0), ModifyLearnerInt(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), falseBool, 5), passTriState(1), myIntToFloat(9)), passFloat(myFloatAdd(100.0, passFloat(0.01))), passTriState(1))",11.0,21.0,36.0,514,2,5
514,5.53458,1.0,0,"AdaBoostLearner(myProd(ARG0, 1), ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",10.6,47.8,29.0,515,2,5
515,5.58434,1.0,0,"AdaBoostLearner(myArcTangentMath(ARG0, 1), ModifyLearnerList(learnerType('Trees', {'criterion': 0, 'splitter': 0}), [1, -1]), 5, myFloatDiv(100.0, myIntToFloat(4)))",36.4,19.2,20.0,516,2,5
516,5.53213,1.0,0,"AdaBoostLearner(myProd(ARG0, 0), ModifyLearnerFloat(learnerType('ExtraTrees', {'n_estimators': 100, 'max_depth': 6, 'criterion': 0}), 0.01), 2, ifThenFloat(trueBool, 100.0))",109.8,0.0,29.0,517,2,5
517,185.679,1.0,0,"AdaBoostLearner(myProd(ARG0, 2), ModifyLearnerFloat(learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 0.01), myIntAdd(passInt(passBool(falseBool)), falseBool), myFloatDiv(0.1, 0.1))",13.0,18.4,36.0,518,2,5
518,132.315,1.0,4,"AdaBoostLearner(scDivInt(myProd(ARG0, passTriState(1)), 1), ModifyLearnerList(ModifyLearnerFloat(learnerType('SVM', {'C': 1.0, 'kernel': 0}), 0.01), [-15, 0]), myIntAdd(3, falseBool), myFloatDiv(0.1, 0.1))",5.6,47.0,38.0,519,2,5
519,118.984,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), myIntAdd(255, 2), 0.01)",12.2,19.4,46.0,520,2,5
520,5.40078,1.0,17,"AdaBoostLearner(scDivInt(ARG0, 10), ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [1, 13]), myIntAdd(10, falseBool), myFloatDiv(0.1, 0.1))",10.8,26.6,32.0,521,2,5
521,178.116,1.0,17,"BaggedLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}))",9.8,20.8,38.0,522,2,5
522,7.1499,1.0,4,"AdaBoostLearner(ARG0, ModifyLearnerInt(ModifyLearnerList(learnerType('LogR', {'penalty': 0, 'C': 1.0}), [-13, 10]), myIntMult(0, falseBool), myOr(falseBool, trueBool)), 2, myFloatDiv(0.1, 0.1))",3.8,47.2,41.0,523,2,5
523,5.45093,1.0,0,"AdaBoostLearner(ARG0, ModifyLearnerFloat(learnerType('LogR', {'penalty': 0, 'C': 1.0}), 0.01), myIntAdd(3, trueBool), 0.1)",11.2,47.6,24.0,524,2,5
524,111.637,1.0,0,"AdaBoostLearner(ARG0, learnerType('LogR', {'penalty': 0, 'C': 1.0}), myIntSub(9, 2), 1.0)",8.2,30.0,51.0,525,2,5
525,159.668,1.0,0,"AdaBoostLearner(ARG0, learnerType('Boosting', {'learning_rate': 0.1, 'n_estimators': 100, 'max_depth': 3}), 32, passFloat(0.01))",11.6,20.4,43.0,526,2,5
